row_names,account_id,ticker,date,variable,value,price_type,quantity
56,188,IEF,2022-09-09,IEF.Adjusted,99.690002,Adjusted,497.0
57,188,CDNS,2022-09-09,CDNS.Adjusted,174.679993,Adjusted,729.0
58,188,TOKE,2022-09-09,TOKE.Adjusted,7.625,Adjusted,196.0
59,188,TGT,2022-09-09,TGT.Adjusted,173.649994,Adjusted,905.0
60,188,BND,2022-09-09,BND.Adjusted,73.830002,Adjusted,768.0
61,188,VAMO,2022-09-09,VAMO.Adjusted,26.219999,Adjusted,473.0
62,188,CNBS,2022-09-09,CNBS.Adjusted,7.39,Adjusted,219.0
63,188,MSVX,2022-09-09,MSVX.Adjusted,24.25,Adjusted,310.0
64,188,JPST,2022-09-09,JPST.Adjusted,50.169998,Adjusted,842.0
65,188,GLDM,2022-09-09,GLDM.Adjusted,34.07,Adjusted,517.0
66,188,BSV,2022-09-09,BSV.Adjusted,76.080002,Adjusted,529.0
67,188,ICE,2022-09-09,ICE.Adjusted,103.400002,Adjusted,281.0
68,188,MUB,2022-09-09,MUB.Adjusted,105.339996,Adjusted,521.0
69,188,DBC,2022-09-09,DBC.Adjusted,25.389999,Adjusted,750.0
70,883,TLT,2022-09-09,TLT.Adjusted,108.309998,Adjusted,920.0
71,883,MTD,2022-09-09,MTD.Adjusted,1300.949951,Adjusted,513.0
72,883,CTA,2022-09-09,CTA.Adjusted,28.91,Adjusted,824.0
73,883,TEL,2022-09-09,TEL.Adjusted,129.039993,Adjusted,954.0
74,883,BND,2022-09-09,BND.Adjusted,73.830002,Adjusted,689.0
75,883,DBC,2022-09-09,DBC.Adjusted,25.389999,Adjusted,456.0
76,883,KOLD,2022-09-09,KOLD.Adjusted,13.36,Adjusted,448.0
77,883,FMF,2022-09-09,FMF.Adjusted,50.07,Adjusted,496.0
78,883,EOPS,2022-09-09,EOPS.Adjusted,15.143,Adjusted,259.0
79,883,VGSH,2022-09-09,VGSH.Adjusted,58.389999,Adjusted,875.0
80,883,HDG,2022-09-09,HDG.Adjusted,46.950001,Adjusted,766.0
81,883,AAAU,2022-09-09,AAAU.Adjusted,17.040001,Adjusted,237.0
82,883,VRSK,2022-09-09,VRSK.Adjusted,192.039993,Adjusted,609.0
83,883,DJP,2022-09-09,DJP.Adjusted,35.23,Adjusted,959.0
84,883,IGSB,2022-09-09,IGSB.Adjusted,50.32,Adjusted,193.0
85,20,ODFL,2022-09-09,ODFL.Adjusted,268.790009,Adjusted,755.0
86,20,HIG,2022-09-09,HIG.Adjusted,67.019997,Adjusted,724.0
87,20,TDY,2022-09-09,TDY.Adjusted,387.649994,Adjusted,473.0
88,20,BNDX,2022-09-09,BNDX.Adjusted,48.709999,Adjusted,726.0
89,20,SCHI,2022-09-09,SCHI.Adjusted,44.07,Adjusted,745.0
90,20,VCSH,2022-09-09,VCSH.Adjusted,75.93,Adjusted,953.0
91,20,GLTR,2022-09-09,GLTR.Adjusted,82.639999,Adjusted,146.0
92,20,BND,2022-09-09,BND.Adjusted,73.830002,Adjusted,765.0
93,20,MCO,2022-09-09,MCO.Adjusted,299.540009,Adjusted,462.0
94,20,FLSP,2022-09-09,FLSP.Adjusted,21.375,Adjusted,663.0
95,20,KOLD,2022-09-09,KOLD.Adjusted,13.36,Adjusted,348.0
96,20,THCX,2022-09-09,THCX.Adjusted,3.647,Adjusted,660.0
97,20,USIG,2022-09-09,USIG.Adjusted,50.299999,Adjusted,724.0
98,20,GLDM,2022-09-09,GLDM.Adjusted,34.07,Adjusted,779.0
99,20,VWO,2022-09-09,VWO.Adjusted,41.02,Adjusted,904.0
100,20,DBA,2022-09-09,DBA.Adjusted,20.67,Adjusted,820.0
101,20,LMT,2022-09-09,LMT.Adjusted,421.529999,Adjusted,540.0
102,20,EMB,2022-09-09,EMB.Adjusted,86.129997,Adjusted,584.0
103,20,MUB,2022-09-09,MUB.Adjusted,105.339996,Adjusted,517.0
104,20,BIL,2022-09-09,BIL.Adjusted,91.470001,Adjusted,493.0
105,20,IGSB,2022-09-09,IGSB.Adjusted,50.32,Adjusted,860.0
106,20,UVIX,2022-09-09,UVIX.Adjusted,9.21,Adjusted,558.0
107,20,UNG,2022-09-09,UNG.Adjusted,27.889999,Adjusted,573.0
108,20,GOVT,2022-09-09,GOVT.Adjusted,23.379999,Adjusted,488.0
109,20,DLR,2022-09-09,DLR.Adjusted,124.449997,Adjusted,487.0
110,20,PDBC,2022-09-09,PDBC.Adjusted,17.15,Adjusted,788.0
111,20,VCIT,2022-09-09,VCIT.Adjusted,79.199997,Adjusted,198.0
112,20,AGG,2022-09-09,AGG.Adjusted,99.779999,Adjusted,524.0
113,93,LBAY,2022-09-09,LBAY.Adjusted,27.583,Adjusted,374.0
114,93,FTLS,2022-09-09,FTLS.Adjusted,49.700001,Adjusted,928.0
115,93,VWO,2022-09-09,VWO.Adjusted,41.02,Adjusted,116.0
116,93,CNP,2022-09-09,CNP.Adjusted,32.849998,Adjusted,928.0
117,93,AGG,2022-09-09,AGG.Adjusted,99.779999,Adjusted,755.0
118,93,SCHP,2022-09-09,SCHP.Adjusted,54.84,Adjusted,653.0
119,93,AZO,2022-09-09,AZO.Adjusted,2199.080078,Adjusted,713.0
120,93,UPS,2022-09-09,UPS.Adjusted,198.690002,Adjusted,185.0
121,93,C,2022-09-09,C.Adjusted,50.669998,Adjusted,728.0
122,93,BNDX,2022-09-09,BNDX.Adjusted,48.709999,Adjusted,448.0
123,93,CSX,2022-09-09,CSX.Adjusted,32.630001,Adjusted,573.0
124,93,WY,2022-09-09,WY.Adjusted,34.619999,Adjusted,131.0
125,93,RLY,2022-09-09,RLY.Adjusted,28.709999,Adjusted,816.0
126,93,TIP,2022-09-09,TIP.Adjusted,111.099998,Adjusted,336.0
127,93,USO,2022-09-09,USO.Adjusted,71.099998,Adjusted,930.0
128,93,LQD,2022-09-09,LQD.Adjusted,108.379997,Adjusted,748.0
129,506,QAI,2022-09-09,QAI.Adjusted,29.059999,Adjusted,181.0
130,506,VWO,2022-09-09,VWO.Adjusted,41.02,Adjusted,586.0
131,506,UCO,2022-09-09,UCO.Adjusted,32.139999,Adjusted,721.0
132,506,UPAR,2022-09-09,UPAR.Adjusted,14.44,Adjusted,406.0
133,506,ARB,2022-09-09,ARB.Adjusted,26.999001,Adjusted,962.0
134,506,SLV,2022-09-09,SLV.Adjusted,17.32,Adjusted,193.0
135,506,IEF,2022-09-09,IEF.Adjusted,99.690002,Adjusted,204.0
136,506,DVN,2022-09-09,DVN.Adjusted,68.510002,Adjusted,994.0
137,506,PPLT,2022-09-09,PPLT.Adjusted,81.68,Adjusted,445.0
138,506,POTX,2022-09-09,POTX.Adjusted,17.18,Adjusted,319.0
139,506,IAUM,2022-09-09,IAUM.Adjusted,17.139999,Adjusted,393.0
140,506,WAB,2022-09-09,WAB.Adjusted,91.230003,Adjusted,375.0
141,506,SCHP,2022-09-09,SCHP.Adjusted,54.84,Adjusted,996.0
142,506,USIG,2022-09-09,USIG.Adjusted,50.299999,Adjusted,166.0
143,506,UNG,2022-09-09,UNG.Adjusted,27.889999,Adjusted,900.0
144,506,RINF,2022-09-09,RINF.Adjusted,33.330002,Adjusted,261.0
145,506,GLDM,2022-09-09,GLDM.Adjusted,34.07,Adjusted,839.0
146,506,SVIX,2022-09-09,SVIX.Adjusted,13.1,Adjusted,993.0
147,506,LOW,2022-09-09,LOW.Adjusted,205.649994,Adjusted,447.0
148,506,RSG,2022-09-09,RSG.Adjusted,147.710007,Adjusted,235.0
149,506,JPST,2022-09-09,JPST.Adjusted,50.169998,Adjusted,374.0
150,506,IT,2022-09-09,IT.Adjusted,306.140015,Adjusted,573.0
151,506,RLY,2022-09-09,RLY.Adjusted,28.709999,Adjusted,594.0
152,506,DJP,2022-09-09,DJP.Adjusted,35.23,Adjusted,201.0
153,506,UNH,2022-09-09,UNH.Adjusted,524.340027,Adjusted,712.0
154,506,WTMF,2022-09-09,WTMF.Adjusted,35.189999,Adjusted,322.0
155,506,LBAY,2022-09-09,LBAY.Adjusted,27.583,Adjusted,825.0
156,506,TIP,2022-09-09,TIP.Adjusted,111.099998,Adjusted,286.0
157,506,EOPS,2022-09-09,EOPS.Adjusted,15.143,Adjusted,748.0
158,506,LQD,2022-09-09,LQD.Adjusted,108.379997,Adjusted,109.0
159,506,BALL,2022-09-09,BALL.Adjusted,59.330002,Adjusted,832.0
160,506,AAAU,2022-09-09,AAAU.Adjusted,17.040001,Adjusted,868.0
161,506,LHX,2022-09-09,LHX.Adjusted,236.139999,Adjusted,219.0
162,506,VAMO,2022-09-09,VAMO.Adjusted,26.219999,Adjusted,542.0
163,506,BTAL,2022-09-09,BTAL.Adjusted,19.139999,Adjusted,584.0
164,524,PDBC,2022-09-09,PDBC.Adjusted,17.15,Adjusted,950.0
165,524,GOVT,2022-09-09,GOVT.Adjusted,23.379999,Adjusted,398.0
166,524,BND,2022-09-09,BND.Adjusted,73.830002,Adjusted,311.0
167,524,VCSH,2022-09-09,VCSH.Adjusted,75.93,Adjusted,381.0
168,524,PFIX,2022-09-09,PFIX.Adjusted,61.740002,Adjusted,674.0
169,524,DBA,2022-09-09,DBA.Adjusted,20.67,Adjusted,303.0
170,524,PPLT,2022-09-09,PPLT.Adjusted,81.68,Adjusted,113.0
171,524,ICE,2022-09-09,ICE.Adjusted,103.400002,Adjusted,502.0
172,524,RINF,2022-09-09,RINF.Adjusted,33.330002,Adjusted,370.0
173,524,DBMF,2022-09-09,DBMF.Adjusted,32.779999,Adjusted,501.0
174,524,VGSH,2022-09-09,VGSH.Adjusted,58.389999,Adjusted,275.0
175,524,DOV,2022-09-09,DOV.Adjusted,129.470001,Adjusted,468.0
176,524,POTX,2022-09-09,POTX.Adjusted,17.18,Adjusted,828.0
177,524,SHY,2022-09-09,SHY.Adjusted,82.080002,Adjusted,870.0
178,524,UVIX,2022-09-09,UVIX.Adjusted,9.21,Adjusted,818.0
179,524,IQV,2022-09-09,IQV.Adjusted,223.169998,Adjusted,676.0
180,524,AFL,2022-09-09,AFL.Adjusted,61.880001,Adjusted,143.0
181,524,BSV,2022-09-09,BSV.Adjusted,76.080002,Adjusted,702.0
182,524,SCO,2022-09-09,SCO.Adjusted,25.559999,Adjusted,890.0
183,524,CTA,2022-09-09,CTA.Adjusted,28.91,Adjusted,491.0
184,524,BTAL,2022-09-09,BTAL.Adjusted,19.139999,Adjusted,241.0
185,524,GSG,2022-09-09,GSG.Adjusted,21.870001,Adjusted,332.0
186,524,KRBN,2022-09-09,KRBN.Adjusted,38.580002,Adjusted,330.0
187,524,KMLM,2022-09-09,KMLM.Adjusted,36.435001,Adjusted,787.0
188,524,BALL,2022-09-09,BALL.Adjusted,59.330002,Adjusted,737.0
189,524,NVDA,2022-09-09,NVDA.Adjusted,143.869995,Adjusted,961.0
190,524,CNBS,2022-09-09,CNBS.Adjusted,7.39,Adjusted,964.0
191,524,IUSB,2022-09-09,IUSB.Adjusted,46.130001,Adjusted,814.0
192,524,JPST,2022-09-09,JPST.Adjusted,50.169998,Adjusted,179.0
193,524,MPC,2022-09-09,MPC.Adjusted,100.010002,Adjusted,126.0
194,524,AZO,2022-09-09,AZO.Adjusted,2199.080078,Adjusted,487.0
195,524,CMCSA,2022-09-09,CMCSA.Adjusted,35.43,Adjusted,580.0
196,524,IEF,2022-09-09,IEF.Adjusted,99.690002,Adjusted,352.0
197,524,THCX,2022-09-09,THCX.Adjusted,3.647,Adjusted,948.0
198,524,MUB,2022-09-09,MUB.Adjusted,105.339996,Adjusted,253.0
199,524,SYY,2022-09-09,SYY.Adjusted,83.889999,Adjusted,550.0
200,524,SVIX,2022-09-09,SVIX.Adjusted,13.1,Adjusted,994.0
201,524,HON,2022-09-09,HON.Adjusted,191.690002,Adjusted,208.0
202,524,KLAC,2022-09-09,KLAC.Adjusted,358.670013,Adjusted,442.0
203,524,GIGB,2022-09-09,GIGB.Adjusted,45.294998,Adjusted,802.0
204,524,F,2022-09-09,F.Adjusted,15.42,Adjusted,199.0
205,524,VMBS,2022-09-09,VMBS.Adjusted,46.869999,Adjusted,182.0
206,524,CNC,2022-09-09,CNC.Adjusted,91.989998,Adjusted,762.0
207,106,INTU,2022-09-09,INTU.Adjusted,450.029999,Adjusted,813.0
208,106,IUSB,2022-09-09,IUSB.Adjusted,46.130001,Adjusted,195.0
209,106,AAAU,2022-09-09,AAAU.Adjusted,17.040001,Adjusted,152.0
210,106,FTGC,2022-09-09,FTGC.Adjusted,26.610001,Adjusted,646.0
211,106,MUB,2022-09-09,MUB.Adjusted,105.339996,Adjusted,745.0
212,106,UPAR,2022-09-09,UPAR.Adjusted,14.44,Adjusted,948.0
213,106,LBAY,2022-09-09,LBAY.Adjusted,27.583,Adjusted,378.0
214,106,WTMF,2022-09-09,WTMF.Adjusted,35.189999,Adjusted,896.0
215,106,FMF,2022-09-09,FMF.Adjusted,50.07,Adjusted,382.0
216,106,VWO,2022-09-09,VWO.Adjusted,41.02,Adjusted,173.0
217,106,HDG,2022-09-09,HDG.Adjusted,46.950001,Adjusted,923.0
218,106,BSV,2022-09-09,BSV.Adjusted,76.080002,Adjusted,862.0
219,106,FTLS,2022-09-09,FTLS.Adjusted,49.700001,Adjusted,426.0
220,106,EOPS,2022-09-09,EOPS.Adjusted,15.143,Adjusted,484.0
221,106,CTA,2022-09-09,CTA.Adjusted,28.91,Adjusted,843.0
222,106,VTIP,2022-09-09,VTIP.Adjusted,49.380001,Adjusted,620.0
223,106,SO,2022-09-09,SO.Adjusted,79.519997,Adjusted,701.0
224,106,SHV,2022-09-09,SHV.Adjusted,109.980003,Adjusted,152.0
225,106,PDBC,2022-09-09,PDBC.Adjusted,17.15,Adjusted,122.0
226,106,BTAL,2022-09-09,BTAL.Adjusted,19.139999,Adjusted,182.0
227,106,LQD,2022-09-09,LQD.Adjusted,108.379997,Adjusted,270.0
228,106,VAMO,2022-09-09,VAMO.Adjusted,26.219999,Adjusted,421.0
229,695,MARB,2022-09-09,MARB.Adjusted,20.190001,Adjusted,928.0
230,695,EOPS,2022-09-09,EOPS.Adjusted,15.143,Adjusted,214.0
231,695,UPS,2022-09-09,UPS.Adjusted,198.690002,Adjusted,251.0
232,695,AEE,2022-09-09,AEE.Adjusted,95.610001,Adjusted,350.0
233,695,MNA,2022-09-09,MNA.Adjusted,32.009998,Adjusted,394.0
234,695,CNBS,2022-09-09,CNBS.Adjusted,7.39,Adjusted,358.0
235,695,IGSB,2022-09-09,IGSB.Adjusted,50.32,Adjusted,501.0
236,695,GS,2022-09-09,GS.Adjusted,340.100006,Adjusted,848.0
237,695,ARB,2022-09-09,ARB.Adjusted,26.999001,Adjusted,232.0
238,695,IUSB,2022-09-09,IUSB.Adjusted,46.130001,Adjusted,626.0
239,695,THCX,2022-09-09,THCX.Adjusted,3.647,Adjusted,493.0
240,695,TMO,2022-09-09,TMO.Adjusted,569.400024,Adjusted,382.0
241,695,TIP,2022-09-09,TIP.Adjusted,111.099998,Adjusted,305.0
242,695,VGSH,2022-09-09,VGSH.Adjusted,58.389999,Adjusted,546.0
243,695,VTEB,2022-09-09,VTEB.Adjusted,49.369999,Adjusted,822.0
244,695,VCIT,2022-09-09,VCIT.Adjusted,79.199997,Adjusted,469.0
245,695,GIGB,2022-09-09,GIGB.Adjusted,45.294998,Adjusted,884.0
246,788,BIL,2022-09-09,BIL.Adjusted,91.470001,Adjusted,454.0
247,788,XOM,2022-09-09,XOM.Adjusted,96.5,Adjusted,638.0
248,788,AAAU,2022-09-09,AAAU.Adjusted,17.040001,Adjusted,666.0
249,788,LQD,2022-09-09,LQD.Adjusted,108.379997,Adjusted,459.0
250,788,UPAR,2022-09-09,UPAR.Adjusted,14.44,Adjusted,495.0
251,788,MUB,2022-09-09,MUB.Adjusted,105.339996,Adjusted,738.0
252,788,GPC,2022-09-09,GPC.Adjusted,162.800003,Adjusted,464.0
253,788,EMB,2022-09-09,EMB.Adjusted,86.129997,Adjusted,223.0
254,788,KMLM,2022-09-09,KMLM.Adjusted,36.435001,Adjusted,671.0
255,788,CBRE,2022-09-09,CBRE.Adjusted,81.169998,Adjusted,647.0
256,788,ARB,2022-09-09,ARB.Adjusted,26.999001,Adjusted,710.0
257,788,BR,2022-09-09,BR.Adjusted,172.410004,Adjusted,462.0
258,788,SLV,2022-09-09,SLV.Adjusted,17.32,Adjusted,269.0
259,788,AAPL,2022-09-09,AAPL.Adjusted,157.369995,Adjusted,108.0
260,788,SVIX,2022-09-09,SVIX.Adjusted,13.1,Adjusted,533.0
261,788,VWO,2022-09-09,VWO.Adjusted,41.02,Adjusted,897.0
262,788,FTGC,2022-09-09,FTGC.Adjusted,26.610001,Adjusted,925.0
263,788,ECL,2022-09-09,ECL.Adjusted,172.639999,Adjusted,211.0
264,788,CNP,2022-09-09,CNP.Adjusted,32.849998,Adjusted,289.0
265,788,QAI,2022-09-09,QAI.Adjusted,29.059999,Adjusted,453.0
266,788,LBAY,2022-09-09,LBAY.Adjusted,27.583,Adjusted,481.0
267,788,FLSP,2022-09-09,FLSP.Adjusted,21.375,Adjusted,845.0
268,788,NFLX,2022-09-09,NFLX.Adjusted,233.570007,Adjusted,211.0
269,788,VMBS,2022-09-09,VMBS.Adjusted,46.869999,Adjusted,396.0
270,788,VCSH,2022-09-09,VCSH.Adjusted,75.93,Adjusted,867.0
271,788,DAL,2022-09-09,DAL.Adjusted,32.66,Adjusted,331.0
272,788,VGSH,2022-09-09,VGSH.Adjusted,58.389999,Adjusted,741.0
273,788,GLD,2022-09-09,GLD.Adjusted,159.820007,Adjusted,834.0
274,788,DFS,2022-09-09,DFS.Adjusted,102.519997,Adjusted,831.0
275,788,IUSB,2022-09-09,IUSB.Adjusted,46.130001,Adjusted,559.0
276,788,GOVT,2022-09-09,GOVT.Adjusted,23.379999,Adjusted,979.0
277,788,EXC,2022-09-09,EXC.Adjusted,45.84,Adjusted,384.0
278,788,ARE,2022-09-09,ARE.Adjusted,158.839996,Adjusted,732.0
279,788,ACN,2022-09-09,ACN.Adjusted,290.549988,Adjusted,701.0
280,788,PFIX,2022-09-09,PFIX.Adjusted,61.740002,Adjusted,371.0
281,788,PPLT,2022-09-09,PPLT.Adjusted,81.68,Adjusted,374.0
282,485,MRNA,2022-09-09,MRNA.Adjusted,142.279999,Adjusted,521.0
283,485,MOS,2022-09-09,MOS.Adjusted,56.240002,Adjusted,572.0
284,485,KOLD,2022-09-09,KOLD.Adjusted,13.36,Adjusted,551.0
285,485,SCHP,2022-09-09,SCHP.Adjusted,54.84,Adjusted,835.0
286,485,DG,2022-09-09,DG.Adjusted,247.259995,Adjusted,359.0
287,485,SBUX,2022-09-09,SBUX.Adjusted,88.690002,Adjusted,404.0
288,485,IUSB,2022-09-09,IUSB.Adjusted,46.130001,Adjusted,221.0
289,485,QAI,2022-09-09,QAI.Adjusted,29.059999,Adjusted,970.0
290,485,MNA,2022-09-09,MNA.Adjusted,32.009998,Adjusted,341.0
291,485,YOLO,2022-09-09,YOLO.Adjusted,5.43,Adjusted,970.0
292,485,SYY,2022-09-09,SYY.Adjusted,83.889999,Adjusted,545.0
293,485,AJG,2022-09-09,AJG.Adjusted,188.419998,Adjusted,138.0
294,485,EOPS,2022-09-09,EOPS.Adjusted,15.143,Adjusted,510.0
295,485,MARB,2022-09-09,MARB.Adjusted,20.190001,Adjusted,239.0
296,485,BNDX,2022-09-09,BNDX.Adjusted,48.709999,Adjusted,188.0
297,485,UNG,2022-09-09,UNG.Adjusted,27.889999,Adjusted,108.0
298,485,VCSH,2022-09-09,VCSH.Adjusted,75.93,Adjusted,136.0
299,485,GOVT,2022-09-09,GOVT.Adjusted,23.379999,Adjusted,686.0
300,485,KMLM,2022-09-09,KMLM.Adjusted,36.435001,Adjusted,205.0
301,485,UCO,2022-09-09,UCO.Adjusted,32.139999,Adjusted,729.0
302,485,GIGB,2022-09-09,GIGB.Adjusted,45.294998,Adjusted,464.0
303,485,IGSB,2022-09-09,IGSB.Adjusted,50.32,Adjusted,283.0
304,485,MKC,2022-09-09,MKC.Adjusted,79.889999,Adjusted,148.0
305,485,CSX,2022-09-09,CSX.Adjusted,32.630001,Adjusted,829.0
306,485,IAU,2022-09-09,IAU.Adjusted,32.580002,Adjusted,255.0
307,485,GLDM,2022-09-09,GLDM.Adjusted,34.07,Adjusted,982.0
308,485,ARB,2022-09-09,ARB.Adjusted,26.999001,Adjusted,413.0
309,485,FISV,2022-09-09,FISV.Adjusted,106.459999,Adjusted,669.0
310,485,SGOL,2022-09-09,SGOL.Adjusted,16.450001,Adjusted,706.0
311,485,PNC,2022-09-09,PNC.Adjusted,164.339996,Adjusted,268.0
312,485,MSOS,2022-09-09,MSOS.Adjusted,12.52,Adjusted,470.0
313,485,MBB,2022-09-09,MBB.Adjusted,95.459999,Adjusted,931.0
314,485,TOKE,2022-09-09,TOKE.Adjusted,7.625,Adjusted,630.0
315,485,PCAR,2022-09-09,PCAR.Adjusted,88.480003,Adjusted,400.0
316,485,CTAS,2022-09-09,CTAS.Adjusted,431.350006,Adjusted,312.0
317,485,SVIX,2022-09-09,SVIX.Adjusted,13.1,Adjusted,606.0
318,940,BIL,2022-09-09,BIL.Adjusted,91.470001,Adjusted,974.0
319,940,YOLO,2022-09-09,YOLO.Adjusted,5.43,Adjusted,522.0
320,940,BND,2022-09-09,BND.Adjusted,73.830002,Adjusted,733.0
321,940,ARB,2022-09-09,ARB.Adjusted,26.999001,Adjusted,891.0
322,940,KRBN,2022-09-09,KRBN.Adjusted,38.580002,Adjusted,598.0
323,940,SPY,2022-09-09,SPY.Adjusted,406.600006,Adjusted,451.0
324,940,EXPD,2022-09-09,EXPD.Adjusted,103.440002,Adjusted,675.0
325,940,IEF,2022-09-09,IEF.Adjusted,99.690002,Adjusted,793.0
326,940,SHY,2022-09-09,SHY.Adjusted,82.080002,Adjusted,337.0
327,940,CAT,2022-09-09,CAT.Adjusted,189.490005,Adjusted,928.0
328,203,PFIX,2022-09-09,PFIX.Adjusted,61.740002,Adjusted,901.0
329,203,MJ,2022-09-09,MJ.Adjusted,5.83,Adjusted,987.0
330,203,GLD,2022-09-09,GLD.Adjusted,159.820007,Adjusted,400.0
331,203,MSVX,2022-09-09,MSVX.Adjusted,24.25,Adjusted,138.0
332,203,FLSP,2022-09-09,FLSP.Adjusted,21.375,Adjusted,481.0
333,203,YOLO,2022-09-09,YOLO.Adjusted,5.43,Adjusted,281.0
334,203,PPLT,2022-09-09,PPLT.Adjusted,81.68,Adjusted,529.0
335,203,ABT,2022-09-09,ABT.Adjusted,108.480003,Adjusted,805.0
336,203,DJP,2022-09-09,DJP.Adjusted,35.23,Adjusted,471.0
337,203,MUB,2022-09-09,MUB.Adjusted,105.339996,Adjusted,773.0
338,203,UVIX,2022-09-09,UVIX.Adjusted,9.21,Adjusted,689.0
339,203,IEF,2022-09-09,IEF.Adjusted,99.690002,Adjusted,626.0
340,203,VAMO,2022-09-09,VAMO.Adjusted,26.219999,Adjusted,493.0
341,203,AAAU,2022-09-09,AAAU.Adjusted,17.040001,Adjusted,229.0
342,203,BMY,2022-09-09,BMY.Adjusted,70.160004,Adjusted,639.0
343,203,RINF,2022-09-09,RINF.Adjusted,33.330002,Adjusted,590.0
344,203,SHY,2022-09-09,SHY.Adjusted,82.080002,Adjusted,731.0
